"","rules","support","confidence","lift","count"
"532","{rating=A,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL3Enabled=0}",0.0232473024995933,1,1.10498329913275,1715
"535","{rating=A,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL2Enabled=0}",0.0232473024995933,1,1.02229674486925,1715
"650","{rating=A,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL2Enabled=0}",0.0232473024995933,1,1.02229674486925,1715
"651","{rating=A,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1} => {SSL3Enabled=0}",0.0232473024995933,1,1.10498329913275,1715
"276","{rating=A,TLS1Enabled=0,TLS11Enabled=1} => {SSL3Enabled=0}",0.0229355310958087,1,1.10498329913275,1692
"277","{rating=A,TLS1Enabled=0,TLS11Enabled=1} => {TLS12Enabled=1}",0.0229355310958087,1,1.09131791890413,1692
"278","{rating=A,TLS1Enabled=0,TLS11Enabled=1} => {SSL2Enabled=0}",0.0229355310958087,1,1.02229674486925,1692
"536","{rating=A,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1} => {TLS12Enabled=1}",0.0229355310958087,1,1.09131791890413,1692
"537","{rating=A,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1} => {SSL3Enabled=0}",0.0229355310958087,1,1.10498329913275,1692
"538","{rating=A,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1} => {SSL2Enabled=0}",0.0229355310958087,1,1.02229674486925,1692
"539","{rating=A,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=1} => {SSL3Enabled=0}",0.0229355310958087,1,1.10498329913275,1692
"540","{rating=A,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1} => {SSL2Enabled=0}",0.0229355310958087,1,1.02229674486925,1692
"541","{rating=A,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=1} => {TLS12Enabled=1}",0.0229355310958087,1,1.09131791890413,1692
"652","{rating=A,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1} => {SSL2Enabled=0}",0.0229355310958087,1,1.02229674486925,1692
